transaction_id,customer_id,transaction_date,amount,status,country
100286,8042,2021-11-27,13860.77,Closed,Australia
100287,6980,2021-12-05,4393.32,Active,India
100288,4535,2026-01-31,12450.95,Pending,UK
100289,3309,2022-10-18,1342.71,Closed,Canada
100290,2044,2018-07-07,5128.58,Active,Canada
100291,3306,2022-12-27,13444.36,Pending,India
100292,9119,2021-08-22,14010.45,Closed,Australia
100293,6776,2021-11-07,14708.28,Completed,USA
100294,8393,2022-06-05,5932.42,Active,USA
100295,9883,2020-03-08,7376.93,Closed,India
100296,8570,2025-06-02,6428.66,Pending,Australia
100297,9235,2025-07-27,13440.37,Closed,UK
100298,5382,2026-03-30,8856.31,Closed,UK
100299,8913,2021-09-13,12899.99,Completed,Australia
100300,9521,2025-12-11,6479.18,Pending,UK
100301,5513,2025-03-01,11590.69,Pending,Australia
100302,8018,2025-03-23,2294.26,Closed,Canada
100303,8754,2020-03-23,14019.62,Closed,UK
100304,7310,2018-06-08,3473.23,Completed,India
100305,4511,2025-10-29,10636.61,Completed,Canada
100306,8490,2017-03-28,11567.93,Closed,Australia
100307,9520,2024-10-22,4297.53,Active,USA
100308,5868,2023-10-31,8855.3,Closed,UK
100309,1002,2023-06-07,10468.62,Completed,Australia
100310,2440,2018-07-16,14678.46,Active,Canada
100311,4788,2025-06-03,6888.34,Pending,Canada
100312,6033,2022-09-12,3511.24,Completed,India
100313,6436,2022-06-21,3637.74,Completed,Canada
100314,8065,2026-01-09,11455.87,Closed,Canada
100315,6366,2022-04-07,2850.09,Active,UK
100316,4186,2019-07-27,13060.73,Pending,USA
100317,5573,2018-04-19,9780.15,Completed,Canada
100318,2531,2023-06-29,11949.38,Completed,India
100319,1913,2025-04-11,10110.83,Completed,Canada
100320,8202,2017-09-27,7902.08,Completed,India
100321,8964,2022-07-03,6686.42,Closed,Australia
100322,7976,2025-11-16,4905.56,Pending,India
100323,9551,2024-04-20,10041.31,Completed,India
100324,5306,2017-09-04,14163.3,Closed,Canada
100325,4001,2019-10-30,5742.97,Completed,UK
100326,6035,2022-09-17,6951.73,Completed,Australia
100327,5156,2019-08-02,8694.91,Active,Australia
100328,1177,2021-10-10,4063.17,Closed,India
100329,3372,2024-10-08,2703.38,Completed,Canada
100330,3564,2023-12-23,3849.84,Pending,USA
100331,3066,2024-05-31,3758.5,Active,India
100332,7433,2021-03-24,6062.15,Closed,UK
100333,1246,2017-01-07,828.12,Closed,USA
100334,7557,2023-12-09,5824.21,Active,India
100335,2581,2022-06-05,2378.12,Completed,India
100336,8105,2019-06-12,5709.96,Closed,India
100337,6250,2018-02-11,6185.64,Pending,Canada
100338,1215,2021-10-30,8189.98,Closed,UK
100339,2622,2024-07-26,899.89,Active,Canada
100340,6421,2018-07-28,4620.41,Pending,Canada
100341,1656,2025-05-15,3684.93,Active,UK
100342,9105,2021-07-03,1546.53,Pending,India
100343,5623,2024-12-18,1661.08,Closed,India
100344,2082,2024-11-05,5018.19,Closed,Australia
100345,7185,2019-04-16,1206.97,Pending,USA
100346,7491,2020-10-30,4291.43,Active,Canada
100347,4419,2019-11-12,8956.6,Completed,USA
100348,9208,2022-03-06,4870.46,Completed,UK
100349,6219,2020-10-04,13283.46,Active,Canada
100350,1482,2020-04-14,4822.31,Closed,Australia
100351,3575,2017-01-15,2347.05,Completed,India
100352,1538,2017-04-11,10532.15,Completed,UK
100353,2615,2019-11-19,7407.84,Closed,India
100354,2866,2021-01-05,3451.2,Active,Australia
100355,6545,2019-08-06,13885.61,Completed,USA
100356,8318,2021-12-07,9962.73,Completed,USA
100357,8003,2019-08-15,10924.14,Closed,Australia
100358,4735,2018-12-22,14872.81,Pending,India
100359,1364,2021-08-13,4423.38,Active,India
100360,5834,2025-10-10,2607.6,Closed,USA
100361,7886,2020-06-13,6851.28,Active,UK
100362,9640,2024-10-15,11308.54,Active,Canada
100363,4607,2019-02-05,11554.33,Active,USA
100364,3798,2023-11-24,2762.46,Closed,Australia
100365,4542,2019-10-04,1273.22,Pending,UK
100366,3988,2025-08-07,10955.63,Pending,Canada
100367,3318,2018-03-09,7600.31,Pending,India
100368,4170,2026-02-04,2148.87,Completed,Canada
100369,9156,2022-04-25,4483.57,Pending,Canada
100370,3903,2020-06-23,3906.5,Active,USA
100371,7780,2022-10-01,988.9,Pending,Canada
100372,2519,2024-08-28,1039.46,Completed,India
100373,7176,2020-03-10,14958.99,Completed,UK
100374,4750,2022-05-11,4761.23,Active,Australia
100375,8729,2017-06-07,8773.81,Completed,Canada
100376,9715,2024-05-02,13100.59,Pending,USA
100377,4646,2020-06-01,9535.71,Active,UK
100378,1085,2025-07-12,14004.91,Completed,UK
100379,7320,2017-12-29,6730.97,Pending,Canada
100380,7592,2017-10-28,10736.69,Closed,Australia
100381,3904,2023-12-03,3323.2,Pending,India
100382,5792,2022-12-19,13095.25,Closed,India
100383,1945,2017-05-24,10946.34,Closed,India
100384,2208,2021-10-11,8276.27,Closed,Canada
100385,3078,2022-07-19,2475.28,Active,Australia
100386,8241,2025-12-21,3182.13,Pending,India
100387,5110,2020-10-09,11829.38,Closed,India
100388,9194,2019-09-13,3314.84,Active,USA
100389,4902,2020-11-29,14308.73,Active,UK
100390,5067,2025-11-17,11986.95,Pending,India
100391,1986,2020-01-09,11950.34,Active,Australia
100392,3490,2019-12-21,14271.57,Closed,UK
100393,6854,2025-10-31,10461.23,Pending,USA
100394,6247,2019-03-09,9494.24,Active,India
100395,2324,2019-02-07,7400.45,Completed,UK
100396,4655,2022-12-09,740.58,Completed,India
100397,3597,2023-10-18,13712.92,Completed,India
100398,1465,2023-07-01,4401.07,Pending,Australia
100399,6191,2020-04-09,9411.88,Completed,Canada
100400,1372,2023-10-03,5387.09,Closed,India
100401,9662,2018-06-01,14242.62,Completed,India
100402,4598,2021-01-19,7410.69,Pending,Australia
100403,2230,2021-08-30,3847.78,Closed,India
100404,3755,2019-07-30,5553.49,Closed,Canada
100405,7751,2019-08-18,2280.02,Pending,India
100406,4893,2019-02-23,7614.68,Closed,India
100407,5890,2017-01-17,9168.26,Active,India
100408,4728,2020-11-05,2420.09,Pending,Canada
100409,8165,2018-03-06,2525.07,Closed,Australia
100410,3884,2018-07-10,5200.01,Closed,Canada
100411,7913,2021-10-23,4589.1,Pending,UK
100412,6152,2022-07-10,394.13,Closed,India
100413,5404,2017-02-01,2935.52,Completed,India
100414,8109,2022-07-12,6804.43,Closed,Australia
100415,5019,2017-04-01,7720.23,Active,Australia
100416,8983,2023-04-20,13389.16,Active,USA
100417,4511,2024-10-15,10556.4,Active,Australia
100418,2468,2020-01-23,5747.66,Pending,India
100419,5713,2017-08-13,6594.03,Active,Australia
100420,3421,2024-11-21,14909.89,Pending,UK
100421,2556,2017-11-20,3915.54,Closed,India
100422,5126,2022-04-28,4441.08,Pending,USA
100423,3160,2019-02-08,5062.05,Closed,Australia
100424,9099,2017-01-06,1216.24,Pending,UK
100425,7377,2021-01-08,2187.63,Completed,USA
100426,5751,2023-09-01,7746.31,Closed,India
100427,3028,2025-09-25,2802.43,Active,Canada
100428,4331,2021-12-02,3174.35,Pending,Australia
100429,3555,2017-04-01,2716.88,Pending,India
100430,2890,2019-08-16,7285.93,Completed,UK
100431,6039,2019-02-21,13199.55,Pending,Canada
100432,8388,2018-11-02,8408.59,Completed,USA
100433,2947,2020-04-14,8956.54,Completed,Australia
100434,9698,2023-08-08,8020.06,Closed,USA
100435,6662,2021-06-06,5549.58,Active,USA
100436,2030,2021-06-25,12678.74,Pending,USA
100437,4688,2021-05-07,6202.85,Active,USA
100438,6103,2019-04-24,11035.87,Completed,Canada
100439,6050,2024-11-02,4579.63,Pending,Australia
100440,5149,2024-10-03,8521.65,Closed,Canada
100441,6001,2018-01-01,11938.55,Pending,UK
100442,6674,2020-06-08,3024.9,Pending,Canada
100443,3173,2019-06-30,12470.14,Closed,USA
100444,7037,2024-09-16,4793.35,Active,Australia
100445,6994,2017-06-10,10644.19,Active,UK
100446,7261,2018-02-19,2370.86,Completed,Australia
100447,7066,2018-08-17,12853.24,Pending,USA
100448,6786,2025-04-05,4662.02,Completed,Canada
100449,8222,2022-10-30,9996.18,Pending,Canada
100450,8837,2017-03-16,5269.06,Completed,USA
100451,9958,2018-05-18,3298.28,Pending,India
100452,3184,2025-08-06,13946.04,Completed,India
100453,9089,2017-06-22,8419.39,Active,Canada
100454,4539,2024-01-15,4072.07,Active,Canada
100455,3612,2018-08-22,14114.12,Active,India
100456,3969,2019-04-25,9232.32,Completed,Canada
100457,1372,2017-03-25,2443.25,Active,UK
100458,6809,2017-04-14,10938.64,Active,India
100459,9320,2021-08-12,5152.72,Completed,Canada
100460,2155,2024-07-03,12844.81,Active,USA
100461,1349,2023-08-09,12944.29,Closed,USA
100462,4273,2020-03-23,13141.03,Closed,Australia
100463,6848,2020-03-20,4510.94,Active,India
100464,7251,2017-09-20,8106.39,Pending,USA
100465,8881,2020-09-01,14597.35,Pending,Australia
100466,3427,2025-03-25,12349.84,Closed,India
100467,7996,2017-02-22,11832.73,Closed,UK
100468,1432,2025-06-30,7975.01,Pending,USA
100469,8661,2023-04-22,5414.25,Completed,USA
100470,1805,2017-11-06,12003.81,Closed,Canada
100471,9862,2021-09-04,1615.78,Closed,Australia
100472,3611,2021-03-30,13321.27,Completed,India
100473,6412,2025-12-01,2829.54,Completed,Canada
100474,3445,2022-12-25,10184.67,Active,India
100475,4963,2020-11-23,1797.65,Active,USA
100476,3060,2018-09-24,3574.72,Closed,India
100477,7984,2017-05-25,60.06,Completed,USA
100478,5218,2021-02-26,11770.42,Pending,UK
100479,9301,2019-04-12,12243.8,Active,India
100480,3646,2019-02-20,14510.9,Closed,Canada
100481,7064,2023-12-26,12597.99,Pending,USA
100482,4296,2025-02-02,10235.26,Completed,Canada
100483,6621,2021-04-24,12741.86,Closed,UK
100484,2949,2021-10-28,9641.92,Pending,USA
100485,6753,2022-06-12,4307.22,Pending,USA
100486,5549,2018-11-10,507.91,Completed,India
100487,8071,2020-07-07,8846.7,Active,UK
100488,1059,2021-05-13,5909.01,Completed,India
100489,3468,2019-09-14,10366.68,Pending,USA
100490,4291,2022-12-12,8042.73,Closed,UK
100491,2309,2020-09-13,9789.29,Closed,India
100492,3395,2021-12-16,6848.76,Pending,Australia
100493,7469,2025-12-18,3773.65,Pending,India
100494,6247,2017-06-14,5784.13,Closed,India
100495,3679,2024-08-21,3318.34,Closed,Canada
100496,4926,2022-11-15,1438.56,Completed,Canada
100497,9275,2017-11-09,1908.68,Active,UK
100498,9147,2018-05-03,10186.95,Completed,USA
100499,3892,2023-01-28,3121.37,Active,USA
100500,7779,2022-12-18,5932.86,Closed,Australia
